ts,machine_id,type,air_temp_k,process_temp_k,rot_speed_rpm,torque_nm,tool_wear_min,vibration_mms,current_a,humidity_pct,machine_failure,collected_at
2026-09-08 22:54:00,CNC-01,L,299.4868943638437,311.3691123882082,2802.033648867612,15.312562523448669,34.146431912120576,3.4167858938310536,8.056103183922449,56.20185258869861,0,2026-09-09 22:50:22
2026-09-09 10:27:00,CNC-02,M,296.16138293284945,311.85087571534285,1418.9958982115668,59.46719588623767,189.46157305788233,2.5973305933690036,15.85451746749922,58.873363807742535,0,2026-09-09 22:50:22
2026-09-09 04:02:00,CNC-02,M,296.97602873031894,310.5386347360282,2422.527961642849,24.275450541073408,131.70597452560816,3.115135870868924,11.119992742229309,55.46185535663686,0,2026-09-09 22:50:22
2026-09-09 02:47:00,CNC-01,L,302.89578601716147,309.7606952045321,2540.201613491291,21.30832655229213,65.68078273875321,3.0900479646821215,10.098311254026028,47.84153455605084,0,2026-09-09 22:50:22
2026-09-09 18:16:00,CNC-01,L,300.550711616824,314.94697360257345,2109.517806789957,34.83051536738281,68.5524985092838,2.744103560809584,13.930589373187447,49.51087320834171,0,2026-09-09 22:50:22
2026-09-09 01:14:59,CNC-01,L,298.13118676135537,311.15188813252564,2786.151465863026,18.183893531002834,184.18446039827214,3.9329885382921117,9.558732823042048,53.57179053466292,0,2026-09-09 22:50:22
2026-09-09 09:08:00,CNC-01,L,297.02293207201603,311.8230025018489,1665.3422333963586,46.212955029135564,146.6676596448669,2.5562584275991185,14.102720790335841,55.0330167103499,0,2026-09-09 22:50:22
2026-09-09 19:46:00,CNC-03,H,300.07622710031717,312.8681059186204,2334.8731575943475,23.076579659975835,56.87981887952933,2.8645990812879587,10.393126306294866,50.52937164750313,0,2026-09-09 22:50:22
2026-09-08 23:05:00,CNC-01,L,299.15088984707523,310.0926079259407,2671.0451832566373,11.893394898902944,46.069122880034946,31.736395745050363,6.0231315719255605,49.785421114428324,1,2026-09-09 22:50:22
2026-09-09 15:32:00,CNC-02,M,299.3889689540752,314.461313420454,1541.7915971986408,48.157416596210986,200.1243617367392,2.8122777154037215,13.788214414669334,49.63728090790584,0,2026-09-09 22:50:22
