ts,machine_id,type,air_temp_k,process_temp_k,rot_speed_rpm,torque_nm,tool_wear_min,vibration_mms,current_a,humidity_pct,machine_failure,collected_at
2026-09-19 03:39:00,CNC-02,M,297.52910909631163,311.25631926235747,2501.3604492354157,24.361959469819183,130.68072377018032,3.2705994091598685,11.294558745341579,60.840411612271325,0,2026-09-19 22:34:17
2026-09-19 06:08:00,CNC-03,H,295.966429880683,309.7349671074871,2050.110049249134,32.192189074281806,52.54464548052021,2.658364887661372,12.225371063934887,59.309844792713456,0,2026-09-19 22:34:17
2026-09-19 00:16:00,CNC-01,L,298.46809305141807,311.60027679947575,2622.2774561025667,20.343392613350474,146.3894166884628,3.5869355594595485,9.818330791503106,59.541895224583904,0,2026-09-19 22:34:17
2026-09-19 03:06:22,CNC-01,L,296.9185418762331,310.38945130973406,2579.7368558612498,23.973613548307135,139.5758919928702,3.360467837933419,11.587731866771309,56.765590461364056,0,2026-09-19 22:34:17
2026-09-18 22:49:00,CNC-02,M,299.5597555024021,311.763217957139,2695.3748745276052,16.451153080481845,55.20254641951521,3.2341782746349628,8.435433604977339,54.52146196145709,0,2026-09-19 22:34:17
2026-09-19 20:29:00,CNC-01,L,299.15761990693295,312.79382032616985,2286.6841729864746,,110.18126372294778,3.016012458639052,11.873438130372627,49.685824827549474,0,2026-09-19 22:34:17
2026-09-19 20:52:00,CNC-01,L,299.0473254613492,312.4518826584806,2427.582349228964,24.017880935199507,136.67341274404384,3.261942308280727,10.860028180162004,49.102915875691636,0,2026-09-19 22:34:17
2026-09-19 19:31:00,CNC-01,L,299.0178836360748,311.7203917604879,2464.590643299074,22.55293847929446,41.059852910381885,2.9721186372509933,10.410220154289497,51.500554705326024,0,2026-09-19 22:34:17
2026-09-19 00:46:00,CNC-01,L,298.59130358806465,311.2151127980337,2700.6594313238165,17.433237472905873,178.8145522528628,3.8008910372068097,8.87591598516242,53.754089397476825,0,2026-09-19 22:34:17
2026-09-19 07:35:00,CNC-03,H,295.3236888022304,310.50532360028717,1792.1329964864935,45.66599359829937,173.48684959650305,2.6483540346852252,15.24804656283686,60.03540815585918,0,2026-09-19 22:34:17
2026-09-18 22:58:00,CNC-02,M,299.4511859807943,310.7921142351789,2689.4160180800422,13.134101699220292,64.88417603411753,3.2394996527174857,6.487928282415753,50.253518825230245,0,2026-09-19 22:34:17
2026-09-19 05:59:00,CNC-03,H,295.84818605640186,309.1084579556217,2087.765387778036,29.698323969973472,40.6390744912116,2.6707111149641225,11.611890342921019,55.42680090644218,0,2026-09-19 22:34:17
2026-09-19 21:09:00,CNC-03,H,299.32901005839796,311.48578942919266,2682.6542882355607,16.078045696799027,,3.361796278904273,8.07071679114637,50.07554539008815,0,2026-09-19 22:34:17
2026-09-19 16:38:00,CNC-01,L,298.27774010452913,312.2235524727343,1756.4908546514687,40.087464120182055,44.630629830198465,2.3454953201804183,13.349862937387195,62.21051913472479,0,2026-09-19 22:34:17
2026-09-19 20:32:00,CNC-02,M,299.608198016585,312.5881089035676,2467.5629543952828,22.948125354215872,171.0194428377788,3.052027709040973,10.621387476496013,51.720224772585055,0,2026-09-19 22:34:17
2026-09-19 21:23:00,CNC-01,L,298.80328473433497,312.25284565126583,2414.3602851560313,24.84913467900678,171.86237607117087,3.464096070763969,11.242357920756056,57.80805042886028,0,2026-09-19 22:34:17
2026-09-19 02:36:00,CNC-01,L,297.1127085272227,309.99154902155664,2575.5388422883198,19.036082583059073,106.96614239812692,3.2405570398195085,8.901325576427228,53.25872232373427,0,2026-09-19 22:34:17
2026-09-19 09:41:00,CNC-02,M,295.57725532424064,309.06895085888056,1468.5264702371594,45.699455521753976,1.552549221300424,2.0999567679882083,12.535828586014727,62.59211970010719,0,2026-09-19 22:34:17
2026-09-19 04:45:00,CNC-02,M,297.0922023257462,310.0277567030696,2190.196225173653,26.930246335905746,6.34662667348467,2.690938518666358,11.26346414099254,54.65380888922869,0,2026-09-19 22:34:17
2026-09-19 04:18:00,CNC-03,H,296.67579341790656,310.1361064718561,2345.5709311906476,25.156832225517633,170.17156310029756,30.778385403167807,11.03559540201612,,0,2026-09-19 22:34:17
2026-09-19 12:10:00,CNC-03,H,23.133395718464953,37.23468490385653,1349.34039423234,50.743499228268426,103.17919345622445,2.1053049514764957,12.712076893605154,56.06241707129295,0,2026-09-19 22:34:17
2026-09-19 11:11:00,CNC-02,M,23.118541262542635,37.70742876494785,1357.9542431082355,51.87705719235655,143.16370143336604,2.2086831998230196,13.340293005360266,63.10724452144097,0,2026-09-19 22:34:17
2026-09-19 09:51:00,CNC-02,M,295.6259679432801,309.5514327910898,1507.2027820637588,46.48031697331174,17.089339149006413,2.1652584483112247,13.087268030174972,57.00774468954689,0,2026-09-19 22:34:17
2026-09-19 11:17:00,CNC-01,L,23.39049378417451,37.91139417178249,1351.200872377256,50.81803298049373,175.7881288539456,2.653572911352385,12.75954266709979,57.33633376463589,0,2026-09-19 22:34:17
2026-09-19 18:56:00,CNC-01,L,304.36194707689555,313.1990544943377,2162.44378014261,34.32280366508713,230.46843905293824,3.934811854449397,,40.68831091169626,0,2026-09-19 22:34:17
2026-09-19 02:29:00,CNC-02,M,298.1840008650551,310.48387391570606,2561.8249319265083,17.863841978361567,50.93790794561845,3.088569485455237,8.758741212902779,50.185539122709315,0,2026-09-19 22:34:17
2026-09-19 03:07:00,CNC-03,H,297.2065360295187,310.46820125098475,2371.8164520771934,24.968212759951783,86.85552391035642,2.9856423703547756,10.756670021722043,59.04994813323627,0,2026-09-19 22:34:17
2026-09-19 17:17:00,CNC-02,M,298.9261268172628,314.1933072873433,1811.3641590438244,42.419895994245366,223.71542354151725,32.129955927266955,14.08155964494194,49.413556848070144,0,2026-09-19 22:34:17
2026-09-19 16:07:00,CNC-01,L,298.0736629638217,311.89418302690785,1617.3686088382622,42.60686390444661,0.0,2.223034086083953,13.073669888653136,53.63664991909923,0,2026-09-19 22:34:17
2026-09-19 09:50:00,CNC-01,L,296.16298165333126,310.30344490633286,1395.1067318299804,52.36287786827689,38.924455893019385,2.128485156090454,13.613901105946379,60.58591624292253,0,2026-09-19 22:34:17
2026-09-19 02:52:00,CNC-02,M,298.188712508171,310.6293438562082,2648.931020422213,18.290819154792043,76.6307130330546,32.3176575242076,8.978543476226772,53.38693197774396,0,2026-09-19 22:34:17
2026-09-19 10:40:00,CNC-02,M,295.8292832136008,310.1948740416991,1381.0160414096413,50.79300449065738,94.054922907819,2.1051132776590507,13.060270928312121,60.74232303972178,0,2026-09-19 22:34:17
2026-09-19 01:28:00,CNC-03,H,298.0207195305735,311.930305252006,2682.2582249836964,21.940577505745505,245.90027738356054,4.114844425516776,10.987139118671612,58.73007114273298,0,2026-09-19 22:34:17
2026-09-19 09:32:00,CNC-01,L,295.6544555148229,309.40273864713,1571.2399169031721,44.10241876459831,10.660033643908125,2.135893758453333,13.03671361439049,54.882537924108846,0,2026-09-19 22:34:17
2026-09-19 00:51:00,CNC-03,H,303.9121438067699,312.3019196595987,2671.1642391916625,25.007460129619606,206.28798490789612,3.7611953134469704,12.463168654583798,37.99977376112958,0,2026-09-19 22:34:17
2026-09-19 20:54:00,CNC-02,M,299.75405891642947,312.58267234215987,2673.238203969229,18.0612881972793,31.360973437495947,3.202812064821866,8.903326277574928,52.29143161820331,0,2026-09-19 22:34:17
2026-09-19 09:09:00,CNC-03,H,295.7714448334568,309.73621056822753,1468.5893638351313,47.29906438084244,69.64014921064407,2.21076685377411,12.932112268587966,58.92476456257474,0,2026-09-19 22:34:17
2026-09-19 09:57:00,CNC-02,M,295.4173660400826,309.7881821171316,1428.3051725977111,52.654646307618016,26.41029969658291,2.054710789808899,14.143247490677938,60.12461461760959,0,2026-09-19 22:34:17
2026-09-19 17:36:00,CNC-02,M,304.541683808279,313.54048757153777,1938.4796420993173,35.93637676081572,249.81735224510282,3.7686860369084956,12.97960303010104,38.9882674061694,0,2026-09-19 22:34:17
2026-09-19 09:59:00,CNC-03,H,295.7105754413804,309.9701285578389,1464.620936983869,47.53148140694751,146.74811422752094,2.367316867755785,12.965280230239228,61.56883116785102,0,2026-09-19 22:34:17
2026-09-19 19:38:00,CNC-03,H,299.7501296653292,312.8255140193768,2209.0802303814016,27.66870592072531,1.2206487457117174,2.842022350901894,11.468425544274023,52.1891518161825,0,2026-09-19 22:34:17
2026-09-19 01:29:00,CNC-01,L,297.67829952555815,309.16921255659605,2614.786777597836,14.131344668734355,33.16777518856537,3.2820948554553455,6.604505313884583,53.352260496894715,0,2026-09-19 22:34:17
2026-09-19 07:42:00,CNC-01,L,295.3908986181604,309.24108920273335,1742.0001129953064,38.637594803279875,67.29554479755112,2.374986010284857,12.605467211263162,59.483909723093646,0,2026-09-19 22:34:17
2026-09-19 00:23:00,CNC-02,M,298.9067525499456,312.0942506158618,2557.3472861196747,21.260099691449188,155.56174581544585,3.376127480696601,10.396931329939433,49.9915735608105,0,2026-09-19 22:34:17
2026-09-19 01:18:00,CNC-03,H,298.2312718859851,311.4526595072358,2675.861982808034,17.227728161891378,235.10459049679875,4.0491269209755645,8.504312111421303,60.42012844964362,0,2026-09-19 22:34:17
2026-09-19 09:02:00,CNC-02,M,295.4466098389825,309.7162995998638,1390.9529334946626,49.515245853602124,150.21735787565063,2.3612112864758377,12.948721401909216,58.77163694357811,0,2026-09-19 22:34:17
2026-09-19 10:22:00,CNC-01,L,295.9062282204807,310.3952549232402,1570.2492845059228,47.863882501002415,88.8340485782316,2.3105597520374443,14.038191621017354,62.53259898927488,0,2026-09-19 22:34:17
2026-09-19 13:52:00,CNC-03,H,297.3097135315435,311.0829419928699,1462.739760401873,46.61422071445102,3.149723459590809,2.033352840288315,12.803137209729519,53.855795897756956,0,2026-09-19 22:34:17
2026-09-19 17:49:00,CNC-02,M,304.65755499503024,313.20072293710894,2034.1539737475714,35.945272081195526,15.916147892874582,2.6301630223845356,13.677938628541366,44.4837926351742,0,2026-09-19 22:34:17
2026-09-19 21:09:00,CNC-01,L,299.0801554282823,311.9083702291361,2619.1252346610245,18.714859874279163,156.13729956540018,3.3788896762849197,8.983202392358397,53.84190494269379,0,2026-09-19 22:34:17
2026-09-18 22:56:00,CNC-03,H,299.334408777022,311.35136352974956,2778.6985927068613,14.835787246848092,83.9043013581864,3.299632654810359,7.545327416957638,51.27374304454563,0,2026-09-19 22:34:17
2026-09-19 05:16:00,CNC-02,M,296.6250694967343,310.25965669889786,2073.010773452167,32.30207903929137,45.59846844949384,2.543676717471997,12.49636086141239,55.69371681083991,0,2026-09-19 22:34:17
2026-09-19 03:14:00,CNC-02,M,297.69017580946513,310.9309357505089,2389.263764858235,24.448766256485325,101.70997878827168,3.030771165998764,11.164911114749259,55.563804085028956,0,2026-09-19 22:34:17
2026-09-18 23:58:00,CNC-02,M,299.3244433185747,313.2597285930977,2558.425277610766,24.584219095184164,128.9246638299203,3.306222931052327,11.756582302300389,53.00527190977871,0,2026-09-19 22:34:17
2026-09-18 23:47:00,CNC-01,L,298.7874822318684,310.7510400571362,2759.7089137296584,14.80636908212263,115.72512948030146,3.37331685208877,7.541975216459922,57.472309710902266,0,2026-09-19 22:34:17
2026-09-19 11:33:00,CNC-01,L,22.984207691361178,38.21226691145864,1488.9102079769466,53.033708550034994,201.2712268899729,2.963496911180829,14.588080719197302,59.59988935939506,0,2026-09-19 22:34:17
2026-09-19 04:51:00,CNC-03,H,296.2178956955366,311.21603396741597,2137.0092540848723,35.282307785775096,210.94955071351052,3.356302997506438,14.037114017657334,60.02981355161488,0,2026-09-19 22:34:17
2026-09-19 07:22:00,CNC-01,L,22.582262423314944,36.801551013301264,1814.8997703526477,40.83283186017513,38.22673727302183,2.3788952777131964,13.99367641968939,60.95689454697885,0,2026-09-19 22:34:17
2026-09-19 03:11:00,CNC-01,L,296.95888580017805,310.59259764170116,2463.749981180785,25.187114793773322,146.46209956940845,3.272758382843003,11.488426525654193,55.6828109038951,0,2026-09-19 22:34:17
2026-09-19 05:33:00,CNC-01,L,295.81093809193544,309.56029081131373,2133.6025961854043,29.495014774086727,113.45337773081528,2.844955881126942,,58.37004248405931,0,2026-09-19 22:34:17
2026-09-19 18:12:00,CNC-03,H,299.11633147463164,313.3824582824823,2239.9709119995164,31.22454551749874,162.67305939101627,3.0936215147302,13.024090141201071,51.15653903894711,0,2026-09-19 22:34:17
2026-09-19 02:16:00,CNC-03,H,298.0499893048398,310.57400728942434,2548.7271926084327,20.70111807656708,29.615884190638763,3.0619020934937873,10.058786810234643,51.11432897310919,0,2026-09-19 22:34:17
2026-09-19 00:40:00,CNC-03,H,304.07732616304264,311.36939571480826,2630.9444450751494,19.66417168532552,194.41602895000955,3.647276720094389,9.806957216528799,42.98831027647353,0,2026-09-19 22:34:17
2026-09-19 09:11:00,CNC-01,L,295.49009840876556,310.3313756852874,1521.8680831342788,49.18599251096868,199.8574221891576,2.883353937716862,13.902440540955167,60.28175627665754,0,2026-09-19 22:34:17
2026-09-19 12:07:00,CNC-02,M,23.584675811748127,38.57583426917472,1303.9542816839974,55.1737301847107,232.425059303631,2.982075902676963,13.305543802419235,56.300304482684446,1,2026-09-19 22:34:17
2026-09-19 02:47:00,CNC-01,L,297.04759464089415,309.09297637472895,2637.911228929947,15.97813530054344,119.1904532703001,78.15350920406824,8.075232433828344,51.83588174870493,0,2026-09-19 22:34:17
2026-09-19 09:26:00,CNC-02,M,295.6106799555996,310.5150847293872,1604.1287430731745,46.6157028623802,186.88176805692208,2.8083580642564856,13.625139811288161,58.01439919097857,0,2026-09-19 22:34:17
2026-09-19 05:31:00,CNC-03,H,296.233140175846,309.19729085430953,2144.7861750287893,28.342666574832975,3.813907182648115,2.7789269584250578,11.49050916646534,54.958687319581244,0,2026-09-19 22:34:17
2026-09-19 19:37:00,CNC-03,H,299.53738075636585,312.647177896166,2214.260557395531,28.09615326813654,0.0,2.8230228068377365,11.776440734338765,52.98518288015858,0,2026-09-19 22:34:17
2026-09-19 10:12:00,CNC-02,M,295.72908522845944,310.10081126283717,1608.3497532277722,45.64623485860254,50.03305173436499,2.2898118052189886,13.781020765386629,60.426066572516895,0,2026-09-19 22:34:17
2026-09-19 12:18:00,CNC-03,H,296.55505971845275,310.8070444958416,1340.1909036244112,51.68410596456878,115.92901274458212,2.1669217588432734,12.793766458563471,57.4481592890338,0,2026-09-19 22:34:17
2026-09-19 21:58:00,CNC-01,L,298.30990880709544,311.0000546442281,2667.97887409466,16.678542606382774,210.97005769598988,4.108919294974373,8.484816975769474,50.48750178334966,0,2026-09-19 22:34:17
2026-09-19 07:51:00,CNC-03,H,295.8725736219217,310.6903650086379,1682.276888683817,44.378476957930616,196.74237669943577,2.8275930374925022,13.96340784528761,59.948339397154975,0,2026-09-19 22:34:17
2026-09-19 02:46:00,CNC-02,M,297.92416665805814,310.8258031790465,2628.5640819808327,20.252355224058725,69.8488195011727,3.160601412613163,10.045755557980659,51.300892541026364,0,2026-09-19 22:34:17
